Knowledge ID	Chinese Question	English Question	Chinese Answer	English Answer	Chinese Explanation	English Explanation	Category	Subcategory	Era	Region	Difficulty	Source	Source Date	Fact Checked	Tags
econ-enterprise-014	为什么国有企业在能源和基础设施领域尤其重要？	Why are SOEs especially important in energy and infrastructure?	这些行业资本密集、关系国家安全和公共服务，国家长期保持较强控制。	These sectors are capital-intensive and tied to national security and public services, so the state has retained strong control.	大型国企常承担铁路、电网、石油、电信和重大工程建设。	Large SOEs often operate railways, power grids, oil, telecommunications, and major construction projects.	economy	enterprise_types	contemporary	china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::cause
econ-enterprise-015	私营企业在中国经济中主要贡献什么？	What do private firms chiefly contribute to China's economy?	就业、创新、服务业和大量制造业活动。	Employment, innovation, services, and a large share of manufacturing activity.	私营部门从改革初期较小规模发展为经济的重要组成部分。	The private sector grew from a limited role early in reform into a major component of the economy.	economy	enterprise_types	contemporary	china	foundation	WB_CHINA_OVERVIEW;IMF_REFORM	2026-08-06	2026-08-06	qtype::significance
econ-finance-016	中国人民银行的基本职能是什么？	What is the basic function of the People's Bank of China?	作为中央银行制定和执行货币政策并维护金融稳定。	As the central bank, it formulates and implements monetary policy and supports financial stability.	它不是普通商业银行，主要管理货币、支付和宏观金融事务。	It is not an ordinary commercial bank; it oversees currency, payments, and macro-financial matters.	economy	financial_system	contemporary	china	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::function
econ-finance-017	中国政策性银行与商业银行有什么不同？	How do China's policy banks differ from commercial banks?	政策性银行主要支持国家指定的发展和政策目标。	Policy banks chiefly finance designated national development and policy objectives.	商业银行更以存贷款和盈利经营为中心，政策性银行则常支持基础设施、农业或对外项目。	Commercial banks focus more on deposits, lending, and profitability, while policy banks often support infrastructure, agriculture, or overseas projects.	economy	financial_system	contemporary	china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::comparison
econ-saving-018	为什么中国家庭储蓄率长期较高？	Why has household saving long been relatively high in China?	住房、教育、医疗、养老和收入不确定性增强了预防性储蓄。	Housing, education, health care, retirement, and income uncertainty encourage precautionary saving.	高储蓄支持投资，也可能限制居民消费在经济中的比重。	High saving supports investment but can also restrain the share of household consumption in the economy.	economy	household_finance	contemporary	china	intermediate	WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::cause
econ-property-019	房地产为什么长期对中国经济影响很大？	Why has property long had a large influence on China's economy?	住房建设带动土地、建筑、钢铁、家电、信贷和地方财政。	Housing construction links land, building, steel, appliances, credit, and local finance.	房地产下行因此会同时影响家庭财富、企业现金流、银行风险和政府收入。	A property downturn can therefore affect household wealth, corporate cash flow, bank risk, and government revenue at once.	economy	property	contemporary	china	intermediate	WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::significance
econ-land-020	土地出让收入为什么与中国地方政府财政有关？	Why is land-transfer revenue connected to Chinese local-government finance?	地方政府可以出让国有城市土地使用权并取得收入。	Local governments can grant use rights to state-owned urban land and receive revenue.	这一机制支持城市建设，也使地方财政容易受房地产和土地市场周期影响。	The mechanism finances urban construction but also exposes local budgets to property and land-market cycles.	economy	local_finance	contemporary	china	intermediate	WB_URBAN	2026-08-06	2026-08-06	qtype::cause
econ-local-021	地方政府融资平台大致是什么？	What broadly is a local-government financing vehicle?	地方政府关联的公司，用于为基础设施和发展项目融资。	A company linked to a local government that raises finance for infrastructure and development projects.	它帮助绕开直接举债限制，但也可能使地方债务和担保关系更复杂。	It can work around direct borrowing limits but may make local debt and guarantees more complex.	economy	local_finance	contemporary	china	advanced	WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::identification
econ-tax-022	增值税为什么是中国财政中的重要税种？	Why is value-added tax important in China's public finances?	它广泛征收于商品和服务生产流通过程。	It is broadly levied across the production and circulation of goods and services.	增值税与企业活动密切相关，是中央与地方财政关系中的重要收入来源。	VAT is closely tied to business activity and is an important revenue source in central–local fiscal relations.	economy	public_finance	contemporary	china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
econ-export-023	出口导向型工业化在中国发展中发挥了什么作用？	What role did export-oriented industrialization play in China's development?	它扩大制造业、吸收劳动力并带来外汇、技术和管理经验。	It expanded manufacturing, absorbed labour, and brought foreign exchange, technology, and management experience.	出口增长与国内投资、基础设施和城市化相互强化。	Export growth reinforced domestic investment, infrastructure, and urbanization.	economy	global_trade	reform_era	coastal_china	foundation	IMF_REFORM;WTO_CHINA	2026-08-06	2026-08-06	qtype::significance
econ-fdi-024	外商直接投资为何对改革开放重要？	Why was foreign direct investment important to Reform and Opening Up?	它带来资本、出口订单、技术、管理方式和全球市场联系。	It brought capital, export orders, technology, management practices, and links to global markets.	外资最初集中在经济特区和沿海开放地区，后来向更多行业和地区扩展。	FDI initially concentrated in SEZs and coastal open areas before spreading to more sectors and regions.	economy	foreign_investment	reform_era	coastal_china	foundation	IMF_SEZ;IMF_REFORM	2026-08-06	2026-08-06	qtype::significance
econ-supply-025	什么是“全球供应链”中的中国制造环节？	What is China's manufacturing role in global supply chains?	从零部件和中间品到组装和整机生产的多层次制造网络。	A multi-level manufacturing network ranging from components and intermediate goods to assembly and finished products.	中国制造并非只做最终组装，许多产业已形成材料、设备、零件和物流的完整集群。	Chinese manufacturing is not limited to final assembly; many sectors have clusters spanning materials, equipment, components, and logistics.	economy	manufacturing	contemporary	china	intermediate	WTO_CHINA;WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::significance
econ-manufacturing-026	中国制造业规模优势从哪里来？	Where do China's manufacturing scale advantages come from?	大型市场、产业集群、基础设施、熟练劳动力和完整供应商网络。	A large market, industrial clusters, infrastructure, skilled labour, and dense supplier networks.	规模可以降低单位成本、加快产品迭代，并吸引上下游企业集中。	Scale can reduce unit costs, speed product iteration, and attract upstream and downstream firms.	economy	manufacturing	contemporary	china	intermediate	WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::cause
econ-port-027	大型港口为什么对中国外贸重要？	Why are large ports important to China's foreign trade?	它们把沿海制造业和内陆运输网络连接到全球航运。	They connect coastal manufacturing and inland transport networks with global shipping.	上海、宁波舟山、深圳和青岛等港口服务不同的区域经济带。	Ports such as Shanghai, Ningbo-Zhoushan, Shenzhen, and Qingdao serve different regional economies.	economy	logistics	contemporary	coastal_china	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
econ-container-028	集装箱化为什么帮助中国成为制造和贸易中心？	Why did containerization help China become a manufacturing and trade hub?	它降低装卸和运输成本，使大规模标准化贸易更高效。	It reduced handling and transport costs, making large-scale standardized trade more efficient.	港口、铁路、公路和物流园区围绕集装箱体系形成联运网络。	Ports, railways, roads, and logistics parks formed intermodal networks around container transport.	economy	logistics	contemporary	china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::cause
econ-urbanization-029	工业化为什么推动中国大规模城市化？	Why did industrialization drive large-scale urbanization in China?	城市工厂、建筑和服务业吸引农村劳动力迁移。	Urban factories, construction, and services attracted workers from rural areas.	交通和住房建设又进一步扩大城市就业与土地开发。	Transport and housing construction then further expanded urban employment and land development.	economy	urbanization	reform_era	china	foundation	WB_URBAN	2026-08-06	2026-08-06	qtype::cause
econ-infrastructure-030	大规模基础设施投资如何支持经济增长？	How can large-scale infrastructure investment support economic growth?	通过改善运输、能源、通信和城市服务来降低经济活动成本。	By improving transport, energy, communications, and urban services, thereby reducing economic costs.	工程建设本身也创造需求，但项目质量、债务和利用率决定长期回报。	Construction also creates demand, but project quality, debt, and utilization determine long-term returns.	economy	infrastructure	contemporary	china	intermediate	WB_HSR;WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::significance
econ-consumption-031	为什么中国经济政策强调扩大居民消费？	Why does Chinese economic policy emphasize expanding household consumption?	为了减少对投资和出口的过度依赖，使增长更多来自内需。	To reduce excessive reliance on investment and exports and make growth depend more on domestic demand.	提高收入安全、社会保障和服务供给有助于降低预防性储蓄。	Greater income security, social protection, and services can reduce precautionary saving.	economy	macroeconomy	contemporary	china	intermediate	WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::cause
econ-productivity-032	经济增长从投资驱动转向生产率驱动是什么意思？	What does it mean to shift growth from investment-driven to productivity-driven?	更多增长来自技术、管理和资源配置改善，而不是单纯增加资本投入。	More growth comes from better technology, management, and allocation rather than simply adding capital.	当人口老龄化、债务上升和基础设施趋于成熟时，生产率变得更重要。	Productivity becomes more important as the population ages, debt rises, and infrastructure matures.	economy	macroeconomy	contemporary	china	advanced	WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::comparison
econ-cluster-033	珠江三角洲的产业集群以哪些特点著称？	What features characterize industrial clusters in the Pearl River Delta?	出口制造、电子、家电、轻工业和密集供应链。	Export manufacturing, electronics, appliances, light industry, and dense supply chains.	广州、深圳、东莞、佛山等城市分工协作，并通过香港与国际市场长期联系。	Guangzhou, Shenzhen, Dongguan, and Foshan specialize and cooperate, with long-standing links to global markets through Hong Kong.	economy	regional_economies	contemporary	pearl_river_delta	foundation	IMF_SEZ;NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::classification
econ-cluster-034	长江三角洲经济区以哪些产业能力著称？	What economic capabilities distinguish the Yangtze River Delta?	先进制造、金融、贸易、数字经济和高密度城市网络。	Advanced manufacturing, finance, trade, the digital economy, and a dense urban network.	上海提供全球城市功能，江苏和浙江拥有强大的制造业与民营企业基础。	Shanghai provides global-city functions, while Jiangsu and Zhejiang have strong manufacturing and private-enterprise bases.	economy	regional_economies	contemporary	yangtze_delta	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::classification
econ-cluster-035	京津冀区域经济协调的主要难题之一是什么？	What is one major challenge for economic coordination in Jing-Jin-Ji?	平衡北京功能集中与河北、天津的产业、交通和环境需求。	Balancing Beijing's concentration of functions with industrial, transport, and environmental needs in Hebei and Tianjin.	区域合作涉及疏解非首都功能、改善空气质量和建设跨城市交通网络。	Regional cooperation involves relocating non-capital functions, improving air quality, and building cross-city transport.	economy	regional_economies	contemporary	jing_jin_ji	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
econ-cluster-036	东北老工业基地面临什么结构性挑战？	What structural challenge faces China's northeastern industrial base?	传统重工业和国企比重大，人口外流与产业更新压力突出。	A heavy legacy of traditional industry and SOEs combines with population outflow and pressure to renew the industrial base.	振兴需要提高生产率、发展新产业并改善民营投资环境。	Revitalization requires higher productivity, new industries, and a better environment for private investment.	economy	regional_economies	contemporary	northeast_china	intermediate	NBS_YEARBOOK_2025;WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::cause
econ-cluster-037	成渝地区双城经济圈以哪两座城市为核心？	Which two cities anchor the Chengdu–Chongqing economic circle?	成都和重庆。	Chengdu and Chongqing.	该区域希望把中国西部的大城市、制造业、交通和消费市场更紧密连接。	The strategy aims to link major western cities, manufacturing, transport, and consumer markets more closely.	economy	regional_economies	contemporary	sichuan_chongqing	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::classification
econ-region-038	沿海省份为什么在改革初期工业化特别快？	Why did coastal provinces industrialize especially rapidly in early reform?	它们靠近港口、海外市场、香港澳门台湾资本和最早开放政策。	They were close to ports, overseas markets, capital from Hong Kong, Macao, and Taiwan, and the earliest opening policies.	区位、政策和既有商业网络共同形成累积优势。	Location, policy, and existing commercial networks created cumulative advantages.	economy	regional_economies	reform_era	coastal_china	intermediate	IMF_SEZ	2026-08-06	2026-08-06	qtype::cause
econ-region-039	中国区域发展不平衡主要体现在哪些方面？	In which ways is regional economic inequality in China expressed?	沿海与内陆、城市与农村以及不同省份之间的收入和机会差异。	Differences in income and opportunity between coast and interior, urban and rural areas, and among provinces.	产业结构、教育、交通、人口流动和财政能力都会扩大或缩小这些差异。	Industrial structure, education, transport, migration, and fiscal capacity can widen or narrow these gaps.	economy	regional_inequality	contemporary	china	foundation	WB_CHINA_OVERVIEW;NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::classification
econ-west-040	“西部大开发”政策的基本目标是什么？	What is the basic objective of the Western Development strategy?	通过基础设施、投资和公共服务促进西部地区发展。	To promote development in western regions through infrastructure, investment, and public services.	政策也涉及资源开发、生态保护和边疆联系，因此目标之间可能存在权衡。	The strategy also involves resource development, ecological protection, and frontier connectivity, creating trade-offs among goals.	economy	regional_policy	contemporary	western_china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
econ-hsr-041	高速铁路为什么对中国经济地理重要？	Why is high-speed rail important to China's economic geography?	它缩短大城市间旅行时间并扩大劳动力、旅游和商业联系。	It reduces travel time between major cities and widens labour, tourism, and business links.	高铁也会改变城市竞争和投资分布，其收益取决于客流和区域条件。	HSR can also reshape urban competition and investment patterns, with benefits depending on ridership and regional conditions.	economy	infrastructure	contemporary	china	foundation	WB_HSR	2026-08-06	2026-08-06	qtype::significance
econ-bri-042	“一带一路”倡议的基本目标是什么？	What is the basic objective of the Belt and Road Initiative?	通过基础设施、贸易和投资加强中国与其他国家的互联互通。	To strengthen connectivity between China and other countries through infrastructure, trade, and investment.	倡议包括陆上经济走廊和海上丝绸之路，项目收益和风险因国家与项目而异。	It includes overland economic corridors and a Maritime Silk Road; benefits and risks vary by country and project.	economy	belt_and_road	contemporary	eurasia	foundation	WB_BRI	2026-08-06	2026-08-06	qtype::identification
econ-bri-043	“一带一路”项目为什么需要评估债务和环境风险？	Why must Belt and Road projects assess debt and environmental risks?	大型基础设施需要长期收入偿债，并可能改变土地、社区和生态系统。	Large infrastructure needs long-term revenue to service debt and can alter land, communities, and ecosystems.	良好采购、透明度和跨境协调决定项目能否产生可持续收益。	Sound procurement, transparency, and cross-border coordination help determine whether projects yield sustainable benefits.	economy	belt_and_road	contemporary	international	intermediate	WB_BRI	2026-08-06	2026-08-06	qtype::cause
econ-ev-044	中国为什么在全球电动汽车产业中重要？	Why is China important in the global electric-vehicle industry?	它拥有大型国内市场、整车企业和高度集中的电池供应链。	It has a large domestic market, major vehicle producers, and a highly concentrated battery supply chain.	产业规模覆盖矿物加工、电池材料、电芯、整车和充电设施。	The industrial base spans mineral processing, battery materials, cells, vehicles, and charging infrastructure.	economy	strategic_industries	contemporary	china	foundation	IEA_EV_2026	2026-08-06	2026-08-06	qtype::significance;as_of::2025
econ-battery-045	中国在全球电池供应链中的优势主要来自什么？	What chiefly underpins China's advantage in global battery supply chains?	材料加工、电芯制造、设备、规模和下游电动车市场相互集中。	Concentration of materials processing, cell production, equipment, scale, and the downstream EV market.	供应链聚集降低成本并加快迭代，但也使全球产业关注地理集中风险。	Clustering reduces costs and speeds iteration but also raises global concern about geographic concentration risk.	economy	strategic_industries	contemporary	china	intermediate	IEA_EV_2026	2026-08-06	2026-08-06	qtype::cause;as_of::2025
econ-solar-046	中国为什么在全球太阳能板制造中重要？	Why is China important in global solar-panel manufacturing?	它在多晶硅、硅片、电池片和组件等环节拥有巨大产能。	It has enormous capacity across polysilicon, wafers, cells, and modules.	完整供应链和规模降低了全球光伏成本，同时也形成供应集中问题。	Integrated supply chains and scale lowered global PV costs while creating supply-concentration concerns.	economy	strategic_industries	contemporary	china	foundation	IEA_SOLAR	2026-08-06	2026-08-06	qtype::significance
econ-telecom-047	中国电信设备产业的经济意义是什么？	What is the economic significance of China's telecommunications-equipment industry?	它连接设备制造、网络建设、软件和数字服务市场。	It links equipment manufacturing, network construction, software, and digital-service markets.	电信也是国家安全、技术标准和国际竞争高度敏感的领域。	Telecommunications is also highly sensitive in national security, technical standards, and international competition.	economy	strategic_industries	contemporary	china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
econ-semiconductor-048	为什么半导体是中国重要的产业政策领域？	Why are semiconductors a major field of Chinese industrial policy?	芯片是电子、汽车、通信、工业和国防系统的关键投入。	Chips are critical inputs for electronics, vehicles, communications, industry, and defence systems.	中国拥有庞大芯片需求，但先进制造设备和技术限制使供应安全成为重点。	China has vast chip demand, while constraints in advanced fabrication equipment and technology make supply security a priority.	economy	strategic_industries	contemporary	china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::cause
econ-rareearth-049	稀土元素为什么具有战略经济意义？	Why are rare-earth elements strategically important?	它们用于高性能磁体、电子、清洁能源和国防技术。	They are used in high-performance magnets, electronics, clean energy, and defence technologies.	关键不只是采矿，还包括分离、精炼和材料制造能力。	The strategic issue is not only mining but also separation, refining, and materials manufacturing.	economy	strategic_industries	contemporary	china	foundation	USGS_CHINA_MINERALS_2026	2026-08-06	2026-08-06	qtype::significance;as_of::2024
econ-digital-050	数字平台为什么改变了中国零售经济？	Why have digital platforms transformed retail in China?	它们把电商、支付、物流、广告和数据服务连接起来。	They connect e-commerce, payments, logistics, advertising, and data services.	庞大用户市场和配送网络使线上线下商业快速融合，同时带来竞争和监管问题。	A large user market and delivery networks rapidly integrated online and offline commerce while creating competition and regulatory issues.	economy	digital_economy	contemporary	china	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::cause
econ-demography-051	人口老龄化为什么会影响中国经济增长？	Why does population ageing affect China's economic growth?	劳动年龄人口增长放缓，而养老金、医疗和照护需求上升。	Growth of the working-age population slows while pension, health, and care needs rise.	提高生产率、延迟退休、改善社会保障和支持家庭都成为相关政策议题。	Higher productivity, later retirement, stronger social protection, and family support all become relevant policy issues.	economy	demographic_challenges	contemporary	china	foundation	WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::cause
econ-debt-052	高债务为什么会限制投资驱动型增长？	Why can high debt constrain investment-driven growth?	新增项目若回报不足，偿债会挤压未来财政和信贷空间。	If new projects yield too little, debt service crowds out future fiscal and credit space.	问题不只是债务规模，也包括借款主体、期限、利率和项目现金流。	The issue is not only debt size but also the borrower, maturity, interest cost, and project cash flow.	economy	macroeconomic_challenges	contemporary	china	intermediate	WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::cause
econ-environment-053	为什么环境治理也是经济发展问题？	Why is environmental governance also an economic-development issue?	污染和资源过度使用会提高医疗、生产和生态修复成本。	Pollution and overuse of resources raise health, production, and restoration costs.	更清洁的能源和工业过程需要投资，但也能创造新技术和产业机会。	Cleaner energy and industry require investment but can also create new technological and industrial opportunities.	economy	green_development	contemporary	china	foundation	IEA_CHINA_ENERGY;WB_WATER	2026-08-06	2026-08-06	qtype::significance
econ-tradeoff-054	中国能源转型为什么同时是产业机会和经济挑战？	Why is China's energy transition both an industrial opportunity and an economic challenge?	清洁技术产业强大，但煤炭、重工业和区域就业仍深度嵌入现有经济。	Clean-technology industries are strong, but coal, heavy industry, and regional employment remain deeply embedded in the economy.	转型需要电网、储能、市场改革和对受影响地区与劳动者的支持。	The transition requires grids, storage, market reform, and support for affected regions and workers.	economy	green_development	contemporary	china	intermediate	IEA_CHINA_ENERGY	2026-08-06	2026-08-06	qtype::comparison
econ-balance-055	理解中国经济时，为什么不能只看国内生产总值增长率？	Why is the GDP growth rate alone insufficient for understanding China's economy?	还要看就业、收入、消费、债务、生产率、人口和环境质量。	Employment, income, consumption, debt, productivity, demography, and environmental quality also matter.	同样的增长速度可能来自不同结构，并产生不同的长期风险和社会结果。	The same growth rate can come from different structures and produce very different long-term risks and social outcomes.	economy	macroeconomy	contemporary	china	foundation	WB_CHINA_OVERVIEW;NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
soc-population-001	中国人口分布最明显的空间特点是什么？	What is the clearest spatial pattern of China's population distribution?	东部和东南部人口密集，西部和西北部较稀疏。	Population is dense in the east and southeast and much sparser in the west and northwest.	平原、降水、农业历史、城市和交通共同塑造了这种差异。	Plains, rainfall, agricultural history, cities, and transport jointly shaped this pattern.	society	population	contemporary	china	foundation	NBS_CENSUS_2020;MEE_GEOGRAPHY	2026-08-06	2026-08-06	qtype::direct
soc-urban-002	中国城市化最基本的含义是什么？	What is the basic meaning of urbanization in China?	越来越多人口在城市居住和工作，经济活动也向城市集中。	A growing share of people live and work in cities, while economic activity concentrates there.	城市化还包括土地用途、基础设施、公共服务和生活方式的变化。	It also involves changes in land use, infrastructure, public services, and ways of life.	society	urbanization	contemporary	china	foundation	WB_URBAN	2026-08-06	2026-08-06	qtype::identification
soc-rural-003	改革开放后中国农村社会最重要的变化之一是什么？	What was one of the most important changes in rural Chinese society after Reform and Opening Up?	家庭经营恢复，农村劳动力大量转向乡镇企业和城市就业。	Household farming returned, and large numbers of rural workers moved into township enterprises and urban employment.	农村家庭收入来源从单一农业逐渐变得多样。	Rural household incomes gradually diversified beyond farming alone.	society	rural_society	reform_era	rural_china	intermediate	IMF_REFORM;WB_URBAN	2026-08-06	2026-08-06	qtype::significance
soc-hukou-004	什么是户口制度？	What is the hukou system?	按家庭登记人口并关联户籍地点和类别的制度。	A household-registration system linking people to a registered location and status.	户口长期影响迁移者获得教育、医疗、住房和社会保障的条件，各地改革程度不同。	Hukou has long affected migrants' access to education, health care, housing, and social protection, with reforms varying by locality.	society	hukou	contemporary	china	foundation	WB_URBAN	2026-08-06	2026-08-06	qtype::identification
soc-hukou-005	户口与实际居住地不同会产生什么问题？	What problem can arise when hukou and actual residence differ?	人在城市工作生活，却可能难以按同等条件获得当地公共服务。	A person may live and work in a city yet face unequal access to local public services.	随迁子女教育、社保转移和住房资格是常见议题。	Education for migrant children, portability of benefits, and housing eligibility are common issues.	society	hukou	contemporary	urban_china	intermediate	WB_URBAN	2026-08-06	2026-08-06	qtype::cause
soc-migration-006	为什么工业化伴随大规模国内人口流动？	Why did industrialization bring large-scale internal migration?	沿海和城市工作机会吸引农村及内陆劳动力。	Jobs in coastal and urban areas attracted workers from rural and inland regions.	迁移支持制造业和建筑业，也让家庭照护与公共服务面临新压力。	Migration supported manufacturing and construction while creating new pressures for family care and public services.	society	migration	reform_era	china	foundation	WB_URBAN	2026-08-06	2026-08-06	qtype::cause
soc-migration-007	“农民工”通常指什么群体？	Who are generally described by the term “migrant workers” in China?	具有农村户籍、在非农行业或城市就业的劳动者。	Workers with rural registration employed in non-farm sectors or cities.	他们是城市建设、制造、物流和服务业的重要劳动力来源。	They are a major labour source for urban construction, manufacturing, logistics, and services.	society	migration	contemporary	china	foundation	WB_URBAN	2026-08-06	2026-08-06	qtype::identification
soc-family-008	中国家庭规模为什么在近几十年总体缩小？	Why has average family size generally fallen in recent decades in China?	低生育率、城市化、晚婚和家庭结构变化共同作用。	Low fertility, urbanization, later marriage, and changing household structures all contribute.	多代同堂仍存在，但小家庭和独居人口增加。	Multigenerational households remain, but smaller households and living alone have become more common.	society	family	contemporary	china	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::cause
soc-ageing-009	中国日益突出的主要人口问题是什么？	What major demographic problem is becoming increasingly prominent in China?	人口老龄化和低生育率。	Population ageing and low fertility.	这会改变劳动市场、养老金、医疗、照护和家庭责任。	These trends reshape labour markets, pensions, health care, care work, and family responsibilities.	society	demography	contemporary	china	foundation	NBS_YEARBOOK_2025;WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::direct
soc-ageing-010	老龄化为什么给家庭照护带来压力？	Why does ageing put pressure on family care?	需要照护的老人增多，而家庭子女数量和同住机会减少。	More older people need care while families have fewer children and fewer opportunities to live together.	正式养老服务、社区照护和长期护理因此更加重要。	Formal elder services, community care, and long-term care therefore become more important.	society	demography	contemporary	china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::cause
soc-onechild-011	独生子女政策的基本目的是什么？	What was the basic purpose of the one-child policy?	限制人口增长，尤其限制多数城市家庭的生育数量。	To limit population growth, especially by restricting births for most urban families.	政策自20世纪70年代末逐步实施，各地和不同群体的规则并不完全相同。	The policy developed from the late 1970s, and rules varied by place and population group.	society	demography	reform_era	china	foundation	NBS_YEARBOOK_2025;LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::identification
soc-onechild-012	中国为什么后来放宽生育政策？	Why did China later relax birth restrictions?	低生育率、老龄化和劳动年龄人口变化成为更大担忧。	Low fertility, ageing, and changes in the working-age population became greater concerns.	允许更多生育并不自动提高出生率，因为住房、教育、工作和照护成本仍影响家庭决定。	Allowing more births does not automatically raise fertility because housing, education, work, and care costs still shape family choices.	society	demography	contemporary	china	intermediate	NBS_YEARBOOK_2025;WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::cause
soc-gaokao-013	什么是高考？	What is the gaokao?	中国普通高等学校招生全国统一考试体系。	China's national system of examinations for admission to regular higher education.	各省具体科目和录取安排可能不同，但高考成绩通常是大学录取的核心依据。	Subjects and admission rules vary by province, but gaokao results are generally central to university admission.	society	education	contemporary	china	foundation	MOE_GAOKAO;OECD_EDUCATION	2026-08-06	2026-08-06	qtype::identification
soc-gaokao-014	高考为什么具有强烈的社会意义？	Why does the gaokao carry such strong social significance?	它把大学机会、家庭期望和未来就业紧密联系起来。	It closely links university opportunity, family expectations, and future employment.	统一考试可以提供共同标准，但地区名额、学校资源和家庭条件仍会影响机会。	A common examination provides a shared standard, while regional quotas, school resources, and family circumstances still affect opportunity.	society	education	contemporary	china	intermediate	MOE_GAOKAO;OECD_EDUCATION	2026-08-06	2026-08-06	qtype::significance
soc-education-015	中国实行几年义务教育？	How many years of compulsory education does China provide?	九年。	Nine years.	通常包括小学和初中阶段，法律规定免收学费和杂费。	It normally covers primary and lower-secondary schooling, with law providing that tuition and miscellaneous fees are not charged.	society	education	contemporary	china	foundation	MOE_COMPULSORY	2026-08-06	2026-08-06	qtype::direct
soc-education-016	义务教育为什么主要由地方政府落实？	Why is compulsory education implemented mainly by local governments?	学校建设、教师、经费和学生管理都需要地方行政与财政组织。	School construction, teachers, funding, and student administration require local administrative and fiscal organization.	中央制定法律和政策，但地方财政差异会影响教育资源均衡。	The centre sets law and policy, while differences in local finances affect equality of educational resources.	society	education	contemporary	china	intermediate	MOE_COMPULSORY;OECD_EDUCATION	2026-08-06	2026-08-06	qtype::cause
soc-education-017	“中考”通常决定什么？	What does the zhongkao generally determine?	初中毕业生进入普通高中或职业教育等不同路径的机会。	Opportunities for lower-secondary graduates to enter academic high school, vocational education, or other pathways.	各地考试与录取制度不同，但中考是教育分流的重要节点。	Systems vary locally, but the zhongkao is a major point of educational sorting.	society	education	contemporary	china	foundation	OECD_EDUCATION	2026-08-06	2026-08-06	qtype::function
soc-university-018	“985工程”和“211工程”大致是什么？	What broadly were Projects 985 and 211?	国家集中支持重点大学和学科发展的高等教育计划。	National programs concentrating support on leading universities and disciplines.	这些名称仍常用于社会讨论，后来重点建设更多转入“双一流”框架。	The labels remain common in public discussion, while later elite support shifted largely to the Double First-Class framework.	society	higher_education	contemporary	china	intermediate	OECD_EDUCATION	2026-08-06	2026-08-06	qtype::identification
soc-university-019	大学扩招对中国社会产生了什么影响？	What social effect did the expansion of university enrolment have in China?	更多青年获得高等教育，同时毕业生就业竞争也扩大。	More young people gained access to higher education while graduate job competition also increased.	高等教育大众化改变了职业期待、城市迁移和家庭教育投入。	Mass higher education changed career expectations, urban migration, and family spending on education.	society	higher_education	contemporary	china	intermediate	OECD_EDUCATION;NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
soc-vocational-020	职业教育在中国教育体系中的主要目标是什么？	What is the main goal of vocational education in China?	培养面向技术、制造和服务岗位的实用技能。	To develop practical skills for technical, manufacturing, and service occupations.	政策希望职业教育满足产业需求，但社会声望和升学通道仍是长期议题。	Policy seeks to meet industrial demand, while social status and routes to further study remain long-term issues.	society	education	contemporary	china	intermediate	OECD_EDUCATION	2026-08-06	2026-08-06	qtype::function
